धातुः	धातुपाठे	अर्थः	गणः	संख्या	लकारः	पदम्	प्र॰एक॰	प्र॰द्वि॰	प्र॰बहु॰	म॰एक॰	म॰द्वि॰	म॰बहु॰	उ॰एक॰	उ॰द्वि॰	उ॰बहु॰
पणाय	प॑णँ॒	व्यवहारे स्तुतौ च	भ्वादि	01.0507	लृङ्	परस्मै॰	अपणायिष्यत्	अपणायिष्यताम्	अपणायिष्यन्	अपणायिष्यः	अपणायिष्यतम्	अपणायिष्यत	अपणायिष्यम्	अपणायिष्याव	अपणायिष्याम
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लट्	परस्मै॰	पनायति	पनायतः	पनायन्ति	पनायसि	पनायथः	पनायथ	पनायामि	पनायावः	पनायामः
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लिट्	परस्मै॰	पनायाञ्चकार	पनायाञ्चक्रतुः	पनायाञ्चक्रुः	पनायाञ्चकर्थ	पनायाञ्चक्रथुः	पनायाञ्चक्र	पनायाञ्चकार,पनायाञ्चकर	पनायाञ्चकृव	पनायाञ्चकृम
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लुट्	परस्मै॰	पनायिता	पनायितारौ	पनायितारः	पनायितासि	पनायितास्थः	पनायितास्थ	पनायितास्मि	पनायितास्वः	पनायितास्मः
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लृट्	परस्मै॰	पनायिष्यति	पनायिष्यतः	पनायिष्यन्ति	पनायिष्यसि	पनायिष्यथः	पनायिष्यथ	पनायिष्यामि	पनायिष्यावः	पनायिष्यामः
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लोट्	परस्मै॰	पनायतात्,पनायतु	पनायताम्	पनायन्तु	पनायतात्,पनाय	पनायतम्	पनायत	पनायानि	पनायाव	पनायाम
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लङ्	परस्मै॰	अपनायत्	अपनायताम्	अपनायन्	अपनायः	अपनायतम्	अपनायत	अपनायम्	अपनायाव	अपनायाम
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	विधिलिङ्	परस्मै॰	पनायेत्	पनायेताम्	पनायेयुः	पनायेः	पनायेतम्	पनायेत	पनायेयम्	पनायेव	पनायेम
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	आशीर्लिङ्	परस्मै॰	पनाय्यात्	पनाय्यास्ताम्	पनाय्यासुः	पनाय्याः	पनाय्यास्तम्	पनाय्यास्त	पनाय्यासम्	पनाय्यास्व	पनाय्यास्म
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लुङ्	परस्मै॰	अपनायीत्	अपनायिष्टाम्	अपनायिषुः	अपनायीः	अपनायिष्टम्	अपनायिष्ट	अपनायिषम्	अपनायिष्व	अपनायिष्म
पनाय	प॑नँ॒	च व्यवहारे स्तुतौ च	भ्वादि	01.0508	लृङ्	परस्मै॰	अपनायिष्यत्	अपनायिष्यताम्	अपनायिष्यन्	अपनायिष्यः	अपनायिष्यतम्	अपनायिष्यत	अपनायिष्यम्	अपनायिष्याव	अपनायिष्याम
भाम्	भा॑मँ॒	क्रोधे	भ्वादि	01.0509	लट्	आत्मने॰	भामते	भामेते	भामन्ते	भामसे	भामेथे	भामध्वे	भामे	भामावहे	भामामहे
